July 28th|CHECK YOUR PRIVILEGE|“Some people are sharp and others dull; some are raised in a better environment, others in worse, the latter, having inferior habits and nurture, will require more by way of proof and careful instruction to master these teachings and to be formed by them—in the same way that bodies in a bad state must be given a great deal of care when perfect health is sought.” —MUSONIUS RUFUS, LECTURES, 1.1.33–1.3.1–3.
July 29th|A CURE FOR THE SELF|“The person who has practiced philosophy as a cure for the self becomes great of soul, filled with confidence, invincible—and greater as you draw near.” SENECA, MORAL LETTERS, 111.2 What is “a cure for the self”? Perhaps Seneca means that, through nature and nurture, we develop a unique set of characteristics—some positive and some negative. When those negative characteristics begin to have consequences in our lives, some of us turn to therapy, psychoanalysis, or the help of a support group. The point? To cure certain selfish, destructive parts of ourselves. But of all the avenues for curing our negative characteristics, philosophy has existed the longest and helped the most people. It is concerned not just with mitigating the effects of a mental illness or a neurosis, but it is designed to encourage human flourishing. It’s designed to help you live the Good Life. Don’t you deserve to flourish? Wouldn’t you like to be great of soul, filled with confidence, and invincible to external events? Wouldn’t you like to be like the proverbial onion, packed with layers of greatness? Then practice your philosophy.
July 30th|STOIC JOY|“Trust me, real joy is a serious thing. Do you think someone can, in the charming expression, blithely dismiss death with an easy disposition? Or swing open the door to poverty, keep pleasures in check, or meditate on the endurance of suffering? The one who is comfortable with turning these thoughts over is truly full of joy, but hardly cheerful. It’s exactly such a joy that I would wish for you to possess, for it will never run dry once you’ve laid claim to its source.” —SENECA, MORAL LETTERS, 23.4
July 31st|YOUR CAREER IS NOT A LIFE SENTENCE|“How disgraceful is the lawyer whose dying breath passes while at court, at an advanced age, pleading for unknown litigants and still seeking the approval of ignorant spectators.” —SENECA, ON THE BREVITY OF LIFE, 20.2
August 1st|DON’T GO EXPECTING PERFECTION|“That cucumber is bitter, so toss it out! There are thorns on the path, then keep away! Enough said. Why ponder the existence of nuisance? Such thinking would make you a laughing-stock to the true student of Nature, just as a carpenter or cobbler would laugh if you pointed out the sawdust and chips on the floors of their shops. Yet while those shopkeepers have dustbins for disposal, Nature has no need of them.” —MARCUS AURELIUS, MEDITATIONS, 8.50
August 2nd|WE CAN WORK ANY WAY|“Indeed, how could exile be an obstacle to a person’s own cultivation, or to attaining virtue when no one has ever been cut off from learning or practicing what is needed by exile?” —MUSONIUS RUFUS, LECTURES, 9.37.30–31, 9.39.1
August 3rd|THE GOOD LIFE IS ANYWHERE|“At this moment you aren’t on a journey, but wandering about, being driven from place to place, even though what you seek—to live well—is found in all places. Is there any place more full of confusion than the Forum? Yet even there you can live at peace, if needed.” —SENECA, MORAL LETTERS, 28.5b–6a
August 4th|NO BLAME, JUST FOCUS|“You must stop blaming God, and not blame any person. You must completely control your desire and shift your avoidance to what lies within your reasoned choice. You must no longer feel anger, resentment, envy, or regret.” —EPICTETUS, DISCOURSES, 3.22.13
August 5th|SILENCE IS STRENGTH|“Silence is a lesson learned from the many sufferings of life.” —SENECA, THYESTES, 309
August 6th|THERE IS ALWAYS MORE ROOM TO MANEUVER THAN YOU THINK|“Apply yourself to thinking through difficulties—hard times can be softened, tight squeezes widened, and heavy loads made lighter for those who can apply the right pressure.” —SENECA, ON TRANQUILITY OF MIND, 10.4b
August 7th|PRAGMATIC AND PRINCIPLED|“Wherever a person can live, there one can also live well; life is also in the demands of court, there too one can live well.” —MARCUS AURELIUS, MEDITATIONS, 5.16
August 8th|START WITH WHERE THE WORLD IS|“Do now what nature demands of you. Get right to it if that’s in your power. Don’t look around to see if people will know about it. Don’t await the perfection of Plato’s Republic, but be satisfied with even the smallest step forward and regard the outcome as a small thing.” —MARCUS AURELIUS, MEDITATIONS, 9.29.(4)
August 9th|STICK WITH JUST THE FACTS|“Don’t tell yourself anything more than what the initial impressions report. It’s been reported to you that someone is speaking badly about you. This is the report—the report wasn’t that you’ve been harmed. I see that my son is sick—but not that his life is at risk. So always stay within your first impressions, and don’t add to them in your head—this way nothing can happen to you.” —MARCUS AURELIUS, MEDITATIONS, 8.49
August 10th|PERFECTION IS THE ENEMY OF ACTION|“We don’t abandon our pursuits because we despair of ever perfecting them.” —EPICTETUS, DISCOURSES, 1.2.37b
August 11th|NO TIME FOR THEORIES, JUST RESULTS|“When the problem arose for us whether habit or theory was better for getting virtue—if by theory is meant what teaches us correct conduct, and by habit we mean being accustomed to act according to this theory—Musonius thought habit to be more effective.” —MUSONIUS RUFUS, LECTURES, 5.17.31–32, 5.19.1–2
August 12th|MAKE THE WORDS YOUR OWN|“Many words have been spoken by Plato, Zeno, Chrysippus, Posidonius, and by a whole host of equally excellent Stoics. I’ll tell you how people can prove their words to be their own—by putting into practice what they’ve been preaching.” —SENECA, MORAL LETTERS, 108.35; 38
August 13th|TAKE CHARGE AND END YOUR TROUBLES|“You’ve endured countless troubles—all from not letting your ruling reason do the work it was made for—enough already!” —MARCUS AURELIUS, MEDITATIONS, 9.26
August 14th|THIS ISN’T FOR FUN. IT’S FOR LIFE|“Philosophy isn’t a parlor trick or made for show. It’s not concerned with words, but with facts. It’s not employed for some pleasure before the day is spent, or to relieve the uneasiness of our leisure. It shapes and builds up the soul, it gives order to life, guides action, shows what should and shouldn’t be done—it sits at the rudder steering our course as we vacillate in uncertainties. Without it, no one can live without fear or free from care. Countless things happen every hour that require advice, and such advice is to be sought out in philosophy.” —SENECA, MORAL LETTERS, 16.3
August 15th|THE SUPREME COURT OF YOUR MIND|“This can be swiftly taught in very few words: virtue is the only good; there is no certain good without virtue; and virtue resides in our nobler part, which is the rational one. And what can this virtue be? True and steadfast judgment. For from this will arise every mental impulse, and by it every appearance that spurs our impulses will be rendered clear.” —SENECA, MORAL LETTERS, 71.32
August 16th|ANYTHING CAN BE AN ADVANTAGE|“Just as the nature of rational things has given to each person their rational powers, so it also gives us this power—just as nature turns to its own purpose any obstacle or any opposition, sets its place in the destined order, and co-opts it, so every rational person can convert any obstacle into the raw material for their own purpose.” —MARCUS AURELIUS, MEDITATIONS, 8.35
August 17th|THE BUCK STOPS HERE|“For nothing outside my reasoned choice can hinder or harm it—my reasoned choice alone can do this to itself. If we would lean this way whenever we fail, and would blame only ourselves and remember that nothing but opinion is the cause of a troubled mind and uneasiness, then by God, I swear we would be making progress.” —EPICTETUS, DISCOURSES, 3.19.2–3
August 18th|ONLY FOOLS RUSH IN|“A good person is invincible, for they don’t rush into contests in which they aren’t the strongest. If you want their property, take it—take also their staff, profession, and body. But you will never compel what they set out for, nor trap them in what they would avoid. For the only contest the good person enters is that of their own reasoned choice. How can such a person not be invincible?” —EPICTETUS, DISCOURSES, 3.6.5–7
August 19th|CORRALLING THE UNNECESSARY|“It is said that if you would have peace of mind, busy yourself with little. But wouldn’t a better saying be do what you must and as required of a rational being created for public life? For this brings not only the peace of mind of doing few things, but the greater peace of doing them well. Since the vast majority of our words and actions are unnecessary, corralling them will create an abundance of leisure and tranquility. As a result, we shouldn’t forget at each moment to ask, is this one of the unnecessary things? But we must corral not only unnecessary actions but unnecessary thoughts, too, so needless acts don’t tag along after them.” —MARCUS AURELIUS, MEDITATIONS, 4.24
August 20th|WHERE IT COUNTS|“Inwardly, we ought to be different in every respect, but our outward dress should blend in with the crowd.” —SENECA, MORAL LETTERS, 5.2
August 21st|DON’T BE MISERABLE IN ADVANCE|“It’s ruinous for the soul to be anxious about the future and miserable in advance of misery, engulfed by anxiety that the things it desires might remain its own until the very end. For such a soul will never be at rest—by longing for things to come it will lose the ability to enjoy present things.” —SENECA, MORAL LETTERS, 98.5b–6a
August 22nd|DON’T SWEAT THE SMALL STUFF|“It is essential for you to remember that the attention you give to any action should be in due proportion to its worth, for then you won’t tire and give up, if you aren’t busying yourself with lesser things beyond what should be allowed.” —MARCUS AURELIUS, MEDITATIONS, 4.32b
August 23rd|IT’S IN YOUR SELF-INTEREST|“Therefore, explain why a wise person shouldn’t get drunk—not with words, but by the facts of its ugliness and offensiveness. It’s most easy to prove that so-called pleasures, when they go beyond proper measure, are but punishments.” —SENECA, MORAL LETTERS, 83.27
August 24th|PILLAGE FROM ALL SOURCES|“I’ll never be ashamed to quote a bad writer with a good saying.” —SENECA, ON TRANQUILITY OF MIND, 11.8
August 25th|RESPECT THE PAST, BUT BE OPEN TO THE FUTURE|“Won’t you be walking in your predecessors’ footsteps? I surely will use the older path, but if I find a shorter and smoother way, I’ll blaze a trail there. The ones who pioneered these paths aren’t our masters, but our guides. Truth stands open to everyone, it hasn’t been monopolized.” —SENECA, MORAL LETTERS, 33.11
August 26th|SEEKING OUT SHIPWRECKS|“I was shipwrecked before I even boarded . . . the journey showed me this—how much of what we have is unnecessary, and how easily we can decide to rid ourselves of these things whenever it’s necessary, never suffering the loss.” —SENECA, MORAL LETTERS, 87.1
August 27th|LAUGH, OR CRY?|“Heraclitus would shed tears whenever he went out in public—Democritus laughed. One saw the whole as a parade of miseries, the other of follies. And so, we should take a lighter view of things and bear them with an easy spirit, for it is more human to laugh at life than to lament it.” —SENECA, ON TRANQUILITY OF MIND, 15.2
August 28th|THE OPULENT STOIC|“The founder of the universe, who assigned to us the laws of life, provided that we should live well, but not in luxury. Everything needed for our well-being is right before us, whereas what luxury requires is gathered by many miseries and anxieties. Let us use this gift of nature and count it among the greatest things.” —SENECA, MORAL LETTERS, 119.15b
August 29th|WANT NOTHING = HAVE EVERYTHING|“No person has the power to have everything they want, but it is in their power not to want what they don’t have, and to cheerfully put to good use what they do have.” —SENECA, MORAL LETTERS, 123.3
August 30th|WHEN YOU FEEL LAZY|“Anything that must yet be done, virtue can do with courage and promptness. For anyone would call it a sign of foolishness for one to undertake a task with a lazy and begrudging spirit, or to push the body in one direction and the mind in another, to be torn apart by wildly divergent impulses.” —SENECA, MORAL LETTERS, 31.b–32
August 31st|CONSIDER YOUR FAILINGS TOO|“Whenever you take offense at someone’s wrongdoing, immediately turn to your own similar failings, such as seeing money as good, or pleasure, or a little fame—whatever form it takes. By thinking on this, you’ll quickly forget your anger, considering also what compels them—for what else could they do? Or, if you are able, remove their compulsion.” —MARCUS AURELIUS, MEDITATIONS, 10.30
September 1st|A STRONG SOUL IS BETTER THAN GOOD LUCK|“The rational soul is stronger than any kind of fortune—from its own share it guides its affairs here or there, and is itself the cause of a happy or miserable life.” —SENECA, MORAL LETTERS, 98.2b
September 2nd|THE PHILOSOPHER’S SCHOOL IS A HOSPITAL|“Men, the philosopher’s lecture-hall is a hospital—you shouldn’t walk out of it feeling pleasure, but pain, for you aren’t well when you enter it.” —EPICTETUS, DISCOURSES, 3.23.30
September 3rd|FIRST, A HARD WINTER TRAINING|“We must undergo a hard winter training and not rush into things for which we haven’t prepared.” —EPICTETUS, DISCOURSES, 1.2.32
September 4th|HOW CAN YOU KNOW WHETHER YOU’VE NEVER BEEN TESTED?|“I judge you unfortunate because you have never lived through misfortune. You have passed through life without an opponent—no one can ever know what you are capable of, not even you.” —SENECA, ON PROVIDENCE, 4.3
September 5th|FOCUS ON WHAT IS YOURS ALONE|“Remember, then, if you deem what is by nature slavish to be free, and what is not your own to be yours, you will be shackled and miserable, blaming both gods and other people. But if you deem as your own only what is yours, and what belongs to others as truly not yours, then no one will ever be able to coerce or to stop you, you will find no one to blame or accuse, you will do nothing against your will, you will have no enemy, no one will harm you, because no harm can affect you.” —EPICTETUS, ENCHIRIDION, 1.3
September 6th|THEY CAN THROW YOU IN CHAINS, BUT . . .|“You can bind up my leg, but not even Zeus has the power to break my freedom of choice.” —EPICTETUS, DISCOURSES, 1.1.23
September 7th|OUR HIDDEN POWER|“Consider who you are. Above all, a human being, carrying no greater power than your own reasoned choice, which oversees all other things, and is free from any other master.” —EPICTETUS, DISCOURSES, 2.10.1
September 8th|DO NOT BE DECEIVED BY FORTUNE|“No one is crushed by Fortune, unless they are first deceived by her . . . those who aren’t pompous in good times, don’t have their bubbles burst with change. Against either circumstance, the stable person keeps their rational soul invincible, for it’s precisely in the good times they prove their strength against adversity.” —SENECA, ON CONSOLATION TO HELVIA, 5.4b, 5b–6
September 9th|NOTHING TO FEAR BUT FEAR ITSELF|“But there is no reason to live and no limit to our miseries if we let our fears predominate.” —SENECA, MORAL LETTERS, 13.12b
September 10th|PREPARING ON THE SUNNY DAY|“Here’s a lesson to test your mind’s mettle: take part of a week in which you have only the most meager and cheap food, dress scantly in shabby clothes, and ask yourself if this is really the worst that you feared. It is when times are good that you should gird yourself for tougher times ahead, for when Fortune is kind the soul can build defenses against her ravages. So it is that soldiers practice maneuvers in peacetime, erecting bunkers with no enemies in sight and exhausting themselves under no attack so that when it comes they won’t grow tired.” —SENECA, MORAL LETTERS, 18.5–6
September 11th|WHAT WOULD LESS LOOK LIKE?|“Let us get used to dining out without the crowds, to being a slave to fewer slaves, to getting clothes only for their real purpose, and to living in more modest quarters.” —SENECA, ON TRANQUILITY OF MIND, 9.3b
September 12th|BE DOWN TO EARTH, OR BE BROUGHT DOWN|“Zeno always said that nothing was more unbecoming than putting on airs, especially with the young.” —DIOGENES LAERTIUS, LIVES OF THE EMINENT PHILOSOPHERS, 7.1.22
September 13th|PROTECTING OUR INNER FORTRESS FROM FEAR|“No, it is events that give rise to fear—when another has power over them or can prevent them, that person becomes able to inspire fear. How is the fortress destroyed? Not by iron or fire, but by judgments . . . here is where we must begin, and it is from this front that we must seize the fortress and throw out the tyrants.” —EPICTETUS, DISCOURSES, 4.1.85–86; 87a
September 14th|A DIFFERENT WAY TO PRAY|“Try praying differently, and see what happens: Instead of asking for ‘a way to sleep with her,’ try asking for ‘a way to stop desiring to sleep with her.’ Instead of ‘a way to get rid of him,’ try asking for ‘a way to not crave his demise.’ Instead of ‘a way to not lose my child,’ try asking for ‘a way to lose my fear of it.’” —MARCUS AURELIUS, MEDITATIONS, 9.40.(6)
September 15th|A GARDEN IS NOT FOR SHOW|“First practice not letting people know who you are—keep your philosophy to yourself for a bit. In just the manner that fruit is produced—the seed buried for a season, hidden, growing gradually so it may come to full maturity. But if the grain sprouts before the stalk is fully developed, it will never ripen. . . . That is the kind of plant you are, displaying fruit too soon, and the winter will kill you.” —EPICTETUS, DISCOURSES, 4.8.35b–37
September 16th|ANYONE CAN GET LUCKY, NOT EVERYONE CAN PERSEVERE|“Success comes to the lowly and to the poorly talented, but the special characteristic of a great person is to triumph over the disasters and panics of human life.” —SENECA, ON PROVIDENCE, 4.1
September 17th|DEALING WITH HATERS|“What if someone despises me? Let them see to it. But I will see to it that I won’t be found doing or saying anything contemptible. What if someone hates me? Let them see to that. But I will see to it that I’m kind and good-natured to all, and prepared to show even the hater where they went wrong. Not in a critical way, or to show off my patience, but genuinely and usefully.” —MARCUS AURELIUS, MEDITATIONS, 11.13
September 18th|DEALING WITH PAIN|“Whenever you suffer pain, keep in mind that it’s nothing to be ashamed of and that it can’t degrade your guiding intelligence, nor keep it from acting rationally and for the common good. And in most cases you should be helped by the saying of Epicurus, that pain is never unbearable or unending, so you can remember these limits and not add to them in your imagination. Remember too that many common annoyances are pain in disguise, such as sleepiness, fever and loss of appetite. When they start to get you down, tell yourself you are giving in to pain.” —MARCUS AURELIUS, MEDITATIONS, 7.64
September 19th|FLEXIBILITY OF THE WILL|“Remember that to change your mind and to follow someone’s correction are consistent with a free will. For the action is yours alone—to fulfill its purpose in keeping with your impulse and judgment, and yes, with your intelligence.” —MARCUS AURELIUS, MEDITATIONS, 8.16
September 20th|LIFE ISN’T A DANCE|“The art of living is more like wrestling than dancing, because an artful life requires being prepared to meet and withstand sudden and unexpected attacks.” —MARCUS AURELIUS, MEDITATIONS, 7.61
September 21st|MAINTAIN COMPOSURE, MAINTAIN CONTROL|“When forced, as it seems, by circumstances into utter confusion, get a hold of yourself quickly. Don’t be locked out of the rhythm any longer than necessary. You’ll be able to keep the beat if you are constantly returning to it.” —MARCUS AURELIUS, MEDITATIONS, 6.11
September 22nd|NO PAIN, NO GAIN|“Difficulties show a person’s character. So when a challenge confronts you, remember that God is matching you with a younger sparring partner, as would a physical trainer. Why? Becoming an Olympian takes sweat! I think no one has a better challenge than yours, if only you would use it like an athlete would that younger sparring partner.” —EPICTETUS, DISCOURSES, 1.24.1–2
September 23rd|THE MOST SECURE FORTRESS|“Remember that your ruling reason becomes unconquerable when it rallies and relies on itself, so that it won’t do anything contrary to its own will, even if its position is irrational. How much more unconquerable if its judgments are careful and made rationally? Therefore, the mind freed from passions is an impenetrable fortress—a person has no more secure place of refuge for all time. —MARCUS AURELIUS, MEDITATIONS, 8.48
September 24th|IT COULD HAPPEN TO YOU|“Being unexpected adds to the weight of a disaster, and being a surprise has never failed to increase a person’s pain. For that reason, nothing should ever be unexpected by us. Our minds should be sent out in advance to all things and we shouldn’t just consider the normal course of things, but what could actually happen. For is there anything in life that Fortune won’t knock off its high horse if it pleases her?” —SENECA, MORAL LETTERS, 91.3a–4
September 25th|THE VULNERABILITY OF DEPENDENCE|“Show me someone who isn’t a slave! One is a slave to lust, another to greed, another to power, and all are slaves to fear. I could name a former Consul who is a slave to a little old woman, a millionaire who is the slave of the cleaning woman. . . . No servitude is more abject than the self-imposed.” —SENECA, MORAL LETTERS, 47.17
September 26th|WHAT TIME OFF IS FOR|“Leisure without study is death—a tomb for the living person.” —SENECA, MORAL LETTERS, 82.4
September 27th|WHAT WILL PROSPERITY REVEAL?|“For even peace itself will supply more reason for worry. Not even safe circumstances will bring you confidence once your mind has been shocked—once it gets in the habit of blind panic, it can’t provide for its own safety. For it doesn’t really avoid danger, it just runs away. Yet we are exposed to greater danger with our backs turned.” —SENECA, MORAL LETTERS, 104.10b
September 28th|YOU HOLD THE TRUMP CARD|“How appropriate that the gods put under our control only the most powerful ability that governs all the rest—the ability to make the right use of external appearances—and that they didn’t put anything else under our control. Was this simply because they weren’t willing to give us more? I think if it had been possible they would have given us more, but it was impossible. —EPICTETUS, DISCOURSES, 1.1.7–8
September 29th|YOUR ACTUAL NEEDS ARE SMALL|“Nothing can satisfy greed, but even a small measure satisfies nature. So it is that the poverty of an exile brings no misfortune, for no place of exile is so barren as not to produce ample support for a person.” —SENECA, ON CONSOLATION TO HELVIA, 10.11b
September 30th|YOU CAN’T TOUCH ME|“If you lay violent hands on me, you’ll have my body, but my mind will remain with Stilpo.” —ZENO, QUOTED IN DIOGENES LAERTIUS, LIVES OF THE EMINENT PHILOSOPHERS, 7.1.24
October 1st|LET VIRTUE SHINE BRIGHT|“Does the light of a lamp shine and keep its glow until its fuel is spent? Why shouldn’t your truth, justice, and self-control shine until you are extinguished?” —MARCUS AURELIUS, MEDITATIONS, 12.15
October 2nd|THE MOST VALUABLE ASSET|“But the wise person can lose nothing. Such a person has everything stored up for themselves, leaving nothing to Fortune, their own goods are held firm, bound in virtue, which requires nothing from chance, and therefore can’t be either increased or diminished.” —SENECA, ON THE FIRMNESS OF THE WISE, 5.4
October 3rd|A MANTRA OF MUTUAL INTERDEPENDENCE|“Meditate often on the interconnectedness and mutual interdependence of all things in the universe. For in a sense, all things are mutually woven together and therefore have an affinity for each other—for one thing follows after another according to their tension of movement, their sympathetic stirrings, and the unity of all substance.” —MARCUS AURELIUS, MEDITATIONS, 6.38
October 4th|ALL FOR ONE, ONE FOR ALL|“That which isn’t good for the hive, isn’t good for the bee.” —MARCUS AURELIUS, MEDITATIONS, 6.54
October 5th|WORDS CAN’T BE UNSAID|“Better to trip with the feet than with the tongue.” —ZENO, QUOTED IN DIOGENES LAERTIUS, LIVES OF THE EMINENT PHILOSOPHERS, 7.1.26
October 6th|LOOKING OUT FOR EACH OTHER|“It’s in keeping with Nature to show our friends affection and to celebrate their advancement, as if it were our very own. For if we don’t do this, virtue, which is strengthened only by exercising our perceptions, will no longer endure in us.” —SENECA, MORAL LETTERS, 109.15
October 7th|A SELFISH REASON TO BE GOOD|“The person who does wrong, does wrong to themselves. The unjust person is unjust to themselves—making themselves evil.” —MARCUS AURELIUS, MEDITATIONS, 9.4
October 8th|A HIGHER PLEASURE|“Yes, getting your wish would have been so nice. But isn’t that exactly why pleasure trips us up? Instead, see if these things might be even nicer—a great soul, freedom, honesty, kindness, saintliness. For there is nothing so pleasing as wisdom itself, when you consider how sure-footed and effortless the works of understanding and knowledge are.” —MARCUS AURELIUS, MEDITATIONS, 5.9
October 9th|SET THE STANDARDS AND USE THEM|“When the standards have been set, things are tested and weighed. And the work of philosophy is just this, to examine and uphold the standards, but the work of a truly good person is in using those standards when they know them.” —EPICTETUS, DISCOURSES, 2.11.23–25
October 10th|REVERENCE AND JUSTICE|“Leave the past behind, let the grand design take care of the future, and instead only rightly guide the present to reverence and justice. Reverence so that you’ll love what you’ve been allotted, for nature brought you both to each other. Justice so that you’ll speak the truth freely and without evasion, and so that you’ll act only as the law and value of things require.” —MARCUS AURELIUS, MEDITATIONS, 12.1
October 11th|HONESTY AS OUR DEFAULT|“How rotten and fraudulent when people say they intend to ‘give it to you straight.’ What are you up to, dear friend? It shouldn’t need your announcement, but be readily seen, as if written on your forehead, heard in the ring of your voice, a flash in your eyes—just as the beloved sees it all in the lover’s glance. In short, the straightforward and good person should be like a smelly goat—you know when they are in the room with you.” —MARCUS AURELIUS, MEDITATIONS, 11.15
October 12th|ALWAYS LOVE|“Hecato says, ‘I can teach you a love potion made without any drugs, herbs, or special spell—if you would be loved, love.’” —SENECA, MORAL LETTERS, 9.6
October 13th|REVENGE IS A DISH BEST NOT SERVED|“The best way to avenge yourself is to not be like that.” —MARCUS AURELIUS, MEDITATIONS, 6.6
October 14th|DON’T GET MAD. HELP|“Are you angry when someone’s armpits stink or when their breath is bad? What would be the point? Having such a mouth and such armpits, there’s going to be a smell emanating. You say, they must have sense, can’t they tell how they are offending others? Well, you have sense too, congratulations! So, use your natural reason to awaken theirs, show them, call it out. If the person will listen, you will have cured them without useless anger. No drama nor unseemly show required.” —MARCUS AURELIUS, MEDITATIONS, 5.28
October 15th|GIVE PEOPLE THE BENEFIT OF THE DOUBT|“Everything turns on your assumptions about it, and that’s on you. You can pluck out the hasty judgment at will, and like steering a ship around the point, you will find calm seas, fair weather and a safe port.” —MARCUS AURELIUS, MEDITATIONS, 12.22
October 16th|SPREAD THE WORD|“Some people with exceptional minds quickly grasp virtue, or produce it within themselves. But other dim and lazy types, hindered by bad habits, must have their rusty souls constantly scrubbed down. . . . The weaker sorts will be helped and lifted from their bad opinions if we put them in the care of philosophy’s principles.” —SENECA, MORAL LETTERS, 95.36–37
October 17th|THE BENEFIT OF KINDNESS|“A benefit should be kept like a buried treasure, only to be dug up in necessity. . . . Nature bids us to do well by all. . . . Wherever there is a human being, we have an opportunity for kindness.” —SENECA, ON THE HAPPY LIFE, 24.2–3
October 18th|FRENEMIES|“There’s nothing worse than a wolf befriending sheep. Avoid false friendship at all costs. If you are good, straightforward, and well meaning it should show in your eyes and not escape notice.” —MARCUS AURELIUS, MEDITATIONS, 11.15
October 19th|GOOD HABITS DRIVE OUT BAD HABITS|“Since habit is such a powerful influence, and we’re used to pursuing our impulses to gain and avoid outside our own choice, we should set a contrary habit against that, and where appearances are really slippery, use the counterforce of our training.” —EPICTETUS, DISCOURSES, 3.12.6
October 20th|MARKS OF THE GOOD LIFE|“You have proof in the extent of your wanderings that you never found the art of living anywhere—not in logic, nor in wealth, fame, or in any indulgence. Nowhere. Where is it then? In doing what human nature demands. How is a person to do this? By having principles be the source of desire and action. What principles? Those to do with good and evil, indeed in the belief that there is no good for a human being except what creates justice, self-control, courage and freedom, and nothing evil except what destroys these things.” —MARCUS AURELIUS, MEDITATIONS, 8.1.(5)
October 21st|HEROES, HERE AND NOW|“Such behavior! People don’t want to praise their contemporaries whose lives they actually share, but hold great expectations for the praise of future generations—people they haven’t met or ever will! This is akin to being upset that past generations didn’t praise you.” —MARCUS AURELIUS, MEDITATIONS, 6.18
October 22nd|IT’S EASY TO GET BETTER. BUT BETTER AT WHAT?|“So someone’s good at taking down an opponent, but that doesn’t make them more community-minded, or modest, or well-prepared for any circumstance, or more tolerant of the faults of others.” —MARCUS AURELIUS, MEDITATIONS, 7.52
October 23rd|SHOW THE QUALITIES YOU WERE MADE FOR|“People aren’t in awe of your sharp mind? So be it. But you have many other qualities you can’t claim to have been deprived of at birth. Display then those qualities in your own power: honesty, dignity, endurance, chastity, contentment, frugality, kindness, freedom, persistence, avoiding gossip, and magnanimity.” —MARCUS AURELIUS, MEDITATIONS, 5.5
October 24th|THE FOUNTAIN OF GOODNESS|“Dig deep within yourself, for there is a fountain of goodness ever ready to flow if you will keep digging.” —MARCUS AURELIUS, MEDITATIONS, 7.59
October 25th|TWO TASKS|“What, then, makes a person free from hindrance and self-determining? For wealth doesn’t, neither does high-office, state or kingdom—rather, something else must be found . . . in the case of living, it is the knowledge of how to live.” —EPICTETUS, DISCOURSES, 4.1.62–64
October 26th|THREE PARTS, ONE AIM|“The best and the greatest number of authors have asserted that philosophy consists of three parts: the moral, the natural, and the rational. The first puts the soul in order. The second thoroughly examines the natural order of things. The third inquires into the proper meaning of words, and their arrangements and proofs which keep falsehoods from creeping in to displace truth.” —SENECA, MORAL LETTERS, 89.9
October 27th|WE REAP WHAT WE SOW|“Crimes often return to their teacher.” —SENECA, THYESTES, 311
October 28th|WE WERE MADE FOR EACH OTHER|“You’ll more quickly find an earthly thing kept from the earth than you will a person cut off from other human beings.” —MARCUS AURELIUS, MEDITATIONS, 9.9.3
October 29th|CHARACTER IS FATE|“Each person acquires their own character, but their official roles are designated by chance. You should invite some to your table because they are deserving, others because they may come to deserve it.” —SENECA, MORAL LETTERS, 47.15b
October 30th|WHO GETS THE LION’S SHARE?|“Aren’t you ashamed to reserve for yourself only the remnants of your life and to dedicate to wisdom only that time can’t be directed to business?” —SENECA, ON THE BREVITY OF LIFE, 3.5b
October 31st|YOU WERE BORN GOOD|“The human being is born with an inclination toward virtue.” —MUSONIUS RUFUS, LECTURES, 2.7.1–2
November 1st|ACCEPTING WHAT IS|“Don’t seek for everything to happen as you wish it would, but rather wish that everything happens as it actually will—then your life will flow well.” —EPICTETUS, ENCHIRIDION, 8
November 2nd|BINDING OUR WISHES TO WHAT WILL BE|“But I haven’t at any time been hindered in my will, nor forced against it. And how is this possible? I have bound up my choice to act with the will of God. God wills that I be sick, such is my will. He wills that I should choose something, so do I. He wills that I reach for something, or something be given to me—I wish for the same. What God doesn’t will, I do not wish for.” —EPICTETUS, DISCOURSES, 4.1.89
November 3rd|FOLLOWING THE DOCTOR’S ORDERS|“Just as we commonly hear people say the doctor prescribed someone particular riding exercises, or ice baths, or walking without shoes, we should in the same way say that nature prescribed someone to be diseased, or disabled, or to suffer any kind of impairment. In the case of the doctor, prescribed means something ordered to help aid someone’s healing. But in the case of nature, it means that what happens to each of us is ordered to help aid our destiny.” —MARCUS AURELIUS, MEDITATIONS, 5.8.
November 4th|NOT GOOD, NOR BAD|“There is no evil in things changing, just as there is no good in persisting in a new state.” —MARCUS AURELIUS, MEDITATIONS, 4.42
November 5th|A HIGHER POWER|“This is the very thing which makes up the virtue of the happy person and a well-flowing life—when the affairs of life are in every way tuned to the harmony between the individual divine spirit and the will of the director of the universe.” —CHRYSIPPUS, QUOTED IN DIOGENES LAERTIUS, LIVES OF THE EMINENT PHILOSOPHERS, 7.1.88
November 6th|SOMEONE ELSE IS SPINNING THE THREAD|“If the breaking day sees someone proud, The ending day sees them brought low. No one should put too much trust in triumph, No one should give up hope of trials improving. Clotho mixes one with the other and stops Fortune from resting, spinning every fate around. No one has had so much divine favor That they could guarantee themselves tomorrow. God keeps our lives hurtling on, Spinning in a whirlwind.” —SENECA, THYESTES, 613
November 7th|HOW TO BE POWERFUL|“Don’t trust in your reputation, money, or position, but in the strength that is yours—namely, your judgments about the things that you control and don’t control. For this alone is what makes us free and unfettered, that picks us up by the neck from the depths and lifts us eye to eye with the rich and powerful.” —EPICTETUS, DISCOURSES, 3.26.34–35
